city,population,include,migration_2020,unemployment_rate,median_income,median_age,summer_comfort_index,winter_comfort_index,cost_of_living_index,mean_commute_time,mean_school_expense,student_per_teacher,violent_crime_index,property_crime_index,sales_tax_rate,income_tax_rate,health_cost_index,water_quality_index,air_quality_index,white_percent,black_percent,asian_percent,native_american_percent,pacific_islander_percent,other_percent,multiple_percent,hispanic_percent,population_density,median_house_price
Aberdeen,16842,1,-0.036,0.088,39735,35.1,8.6,5.2,0.852,20.9,11269,17.4,33.7,71.9,0.089,0,0.833,0.52,0.75,0.702,0.003,0.015,0.035,0.01,0,0.042,0.193,1551,252800
Aberdeen Gardens,278,1,0.474,0.088,56607,46.5,8.6,5.2,0.89,25.8,11269,17.4,11.2,34,0.088,0,0.833,0.52,0.91,0.682,0,0.004,0,0,0,0.102,0.212,187,275800
Acme,108,1,-0.496,0.067,18072,27.8,9.1,5.3,1.08,21,11652,17.8,16.4,50,0.085,0,0.789,0.6,0.92,1,0,0,0,0,0,0,0,32,486500
Addy,45,1,-0.22,0.08,15764,44.8,8.7,4.1,0.965,27.8,10305,18.6,16.4,50,0.076,0,0.804,0.6,0.89,0.25,0,0,0.75,0,0,0,0,289,344800
Ahtanum,3906,1,-0.204,0.072,49087,37.1,9,5.1,0.946,18.9,9356,20.4,13,44.5,0.079,0,0.813,0.53,0.69,0.705,0.022,0.003,0.012,0,0,0.004,0.254,451,298300
Airway Heights,10108,1,0.378,0.063,37989,33.6,9.1,4,0.959,17.5,14570,18.5,8.6,65,0.09,0,0.82,0.38,0.68,0.663,0.058,0.056,0.037,0.003,0,0.077,0.106,1601,365500
Albion,580,1,0.312,0.048,40893,32.2,9,4.4,0.807,15.3,9247,21,10.7,32.7,0.078,0,0.825,0.27,0.87,0.898,0,0.005,0.032,0,0.009,0.034,0.022,1500,256700
Alder,189,1,-0.54,0.068,66450,29.7,9,5.1,1.27,31.2,12757,18.8,8.2,25.1,0.099,0,0.8,0.6,0.89,0.677,0,0,0,0,0,0.323,0,45,379900
Alderton,2610,1,0.151,0.068,63125,41.7,9.2,5.4,1.267,34.6,10690,21,11.8,40.2,0.099,0,0.8,0.6,0.54,0.859,0,0.01,0,0,0,0.022,0.109,673,380600
Alderwood Manor,10359,1,0.116,0.063,67917,37,9.2,5.4,1.339,30.1,10150,20.6,12.1,42.2,0.103,0,0.801,0.53,0.31,0.65,0.047,0.183,0.001,0.003,0,0.049,0.067,4780,560400
Alger,222,1,-0.052,0.07,62604,50.5,9.1,5.2,1.188,25.4,10413,18.9,9.6,28.6,0.085,0,0.791,0.52,0.81,0.774,0,0,0,0,0,0.226,0,97,424100
Algona,3271,1,0.103,0.054,57098,32.3,9.2,5.2,1.262,31.4,11739,19.3,7,31.9,0.1,0,0.817,0.6,0.31,0.6,0.051,0.103,0.008,0.003,0,0.043,0.192,2429,479100
Allyn,2363,1,0.919,0.077,67632,46.6,9.2,5.3,1.1,32.1,9733,18.3,8.9,27.5,0.085,0,0.811,0.5,0.77,0.934,0,0,0.007,0,0,0.013,0.046,1857,514500
Almira,296,1,-0.091,0.056,42045,42.7,9,4.4,0.808,24.3,31577,8.9,9.5,29.1,0.08,0,0.839,0.43,0.93,0.836,0.009,0.041,0,0,0,0.041,0.073,539,176100
Altoona,33,1,1,0.074,56250,64.8,8.7,5.1,0.992,0,10188,22.3,6.2,19,0.076,0,0.793,0.6,0.9,0.836,0,0,0.115,0,0,0.049,0,14,1611300
Amanda Park,84,1,-0.247,0.088,33750,34.8,8.7,4.4,0.912,25.8,24779,11.8,13.8,42.1,0.088,0,0.833,0.52,0.97,0.622,0,0,0.118,0,0,0.034,0.227,15,243800
Amboy,1832,1,0.599,0.062,49663,21.8,9,4.9,1.373,34.3,9498,19.3,9.2,28.1,0.077,0,0.776,0.47,0.82,0.977,0,0.004,0.002,0,0,0.006,0.009,221,620400
Ames Lake,1264,1,0.103,0.054,108988,42,9.2,5.3,1.771,29.1,9968,21.4,9.3,28.2,0.1,0,0.817,0.6,0.66,0.851,0.012,0.054,0,0.008,0.017,0.022,0.036,1020,902800
Anacortes,17437,1,0.048,0.07,59369,48.6,9,5.7,1.321,22.1,10007,20.6,8,43,0.085,0,0.791,0.52,0.63,0.895,0.005,0.026,0.008,0.001,0,0.024,0.041,1513,684400
Anderson Island,1564,1,0.425,0.068,45694,63.4,9.2,5.3,1.11,31.2,10711,20.4,8.1,25.2,0.079,0,0.8,0.6,0.75,0.939,0.012,0,0,0,0,0.021,0.028,180,455000
Arlington,19832,1,0.117,0.063,61131,38.1,9.1,5.3,1.243,29.5,9230,21.1,12.4,69.5,0.091,0,0.801,0.53,0.55,0.823,0.015,0.024,0.017,0.002,0,0.032,0.087,2150,586100
Arlington Heights,2774,1,0.357,0.063,72893,41.3,9.1,5.3,1.382,31.8,9230,21.1,8.3,25,0.103,0,0.801,0.53,0.81,0.978,0.001,0,0.004,0,0,0.017,0.001,363,551300
Artondale,14495,1,0.14,0.068,87850,44.4,9.3,5.5,1.432,27.5,9358,20.8,10.2,33.4,0.079,0,0.8,0.6,0.65,0.892,0.005,0.012,0.007,0.001,0.003,0.036,0.044,1045,682200
Ashford,657,1,-0.09,0.068,37275,60.5,8.8,4,1.008,31.2,12757,18.8,9.9,30.8,0.079,0,0.8,0.6,0.89,1,0,0,0,0,0,0,0,86,315900
Asotin,1072,1,0.33,0.045,53235,43.7,9,5,0.912,15.5,10400,16.9,10.2,28,0.077,0,0.811,0.33,0.87,0.925,0.007,0.005,0,0.004,0,0.042,0.016,1251,312300
Auburn,85306,1,0.156,0.07,57635,34.8,9.3,5.3,1.326,31.7,11739,19.3,21.4,73.7,0.1,0,0.817,0.6,0.37,0.595,0.046,0.098,0.021,0.025,0.003,0.068,0.144,2746,568500
Bainbridge Island,24557,1,0.054,0.058,95976,47.7,9.3,5.5,1.818,42.1,12097,19.9,10,22.2,0.09,0,0.834,0.4,0.6,0.871,0.01,0.034,0.001,0.001,0.003,0.042,0.039,918,1146000
Bangor Base,6407,1,0.525,0.058,45707,22.4,9.2,5.4,1.02,17.5,10543,18.6,14.7,54,0.09,0,0.834,0.4,0.76,0.668,0.02,0.028,0.012,0.003,0,0.07,0.198,602,530300
Banks Lake South,133,1,0.942,0.071,35795,39.1,8.9,4.7,0.918,18.9,16807,12.2,11.2,34,0.079,0,0.827,0.5,0.93,0.859,0.07,0,0,0,0,0.07,0,118,262100
Barberton,7865,1,0.316,0.062,79071,40.8,9.3,5.3,1.25,24.5,9498,19.3,10,34.5,0.084,0,0.776,0.47,0.46,0.883,0.008,0.047,0.006,0,0,0.012,0.043,1689,542900
Baring,188,1,0,0.054,33438,59.1,8.6,3.8,1.19,29.1,52611,4.8,12.2,37.5,0.097,0,0.817,0.6,0.68,0.948,0,0,0.035,0,0,0.017,0,177,499100
Barney's Junction,58,1,1.947,0.098,30144,61.1,8.6,4.2,1.05,22.2,9489,19.9,12,37.4,0.077,0,0.81,0.6,0.94,0.846,0,0,0,0,0,0.154,0,877,309800
Barstow,58,1,4.667,0.098,58000,24.6,8.6,4.2,1.005,22.2,13646,26.5,9,27.7,0.077,0,0.81,0.6,0.94,0.899,0,0,0,0,0,0.101,0,220,328200
Basin City,796,1,0.454,0.07,51607,22.9,9.2,5.3,0.888,21.5,13134,18.4,13.4,39.9,0.08,0,0.795,0.2,0.87,0.022,0,0,0,0,0,0,0.978,440,525300
Battle Ground,20536,1,0.19,0.062,57347,32.4,9.2,5.1,1.277,29.5,9498,19.3,8.9,28.7,0.077,0,0.776,0.47,0.54,0.87,0.004,0.023,0.005,0.002,0.001,0.019,0.077,2564,552700
Bay Center,165,1,-0.097,0.082,36944,56.6,8.4,5.2,1.063,19.3,12706,14.1,10.2,31,0.081,0,0.8,0.5,0.94,0.791,0,0,0,0,0,0.121,0.088,252,314100
Bay View,658,1,-0.082,0.07,99018,59.7,9.2,5.5,1.466,25.4,10413,18.9,7.2,21.8,0.085,0,0.791,0.52,0.74,0.989,0,0,0,0,0,0,0.011,259,674600
Beaux Arts Village,325,1,-0.088,0.054,164375,46,9.4,5.7,3.28,29.1,14197,19.5,7.1,21.4,0.1,0,0.817,0.6,0.28,0.906,0,0.058,0,0,0.012,0.012,0.012,3880,2695800
Belfair,4179,1,0.27,0.077,51681,33.9,9.2,5.3,1.041,32.1,9733,18.3,14.3,48.7,0.085,0,0.811,0.5,0.79,0.746,0.009,0.01,0.005,0.007,0,0,0.223,617,441000
Bell Hill,805,1,0.033,0.074,82143,66.5,8.9,5.6,1.417,21.2,9087,19.4,6.2,18.5,0.084,0,0.803,0.6,0.87,1,0,0,0,0,0,0,0,352,804500
Bellevue,149365,1,0.164,0.044,92524,38.2,9.3,5.5,1.997,23.4,14197,19.5,9.6,45.6,0.1,0,0.817,0.6,0.3,0.511,0.027,0.338,0.002,0.003,0.003,0.043,0.072,4425,1284700
Bellingham,90545,1,0.081,0.062,42440,31.1,9.1,5.3,1.232,17.7,10143,19.9,18.8,71.5,0.087,0,0.789,0.6,0.52,0.785,0.015,0.062,0.014,0.002,0.001,0.039,0.083,3392,606400
Benton City,3435,1,0.114,0.059,49655,39,8.9,5.5,0.973,23.7,9633,19.1,13.7,46.7,0.086,0,0.807,0.33,0.9,0.691,0,0.003,0.021,0,0,0.013,0.271,1427,375100
Bethel,4056,1,0.102,0.058,73140,40.1,9.2,5.3,1.203,35.5,9383,20.8,11.1,38,0.09,0,0.834,0.4,0.61,0.753,0.048,0.038,0.003,0,0,0.052,0.106,1222,363800
Bickleton,82,1,-0.193,0.064,61250,48.3,9.2,4.5,0.823,24.1,24921,7.6,10.1,31.4,0.07,0,0.803,0.47,0.92,0.97,0,0,0,0,0,0.03,0,15,222100
Big Lake,2279,1,0.018,0.07,88000,46.9,8.9,5.4,1.44,32.8,13839,19.1,7.6,23.3,0.085,0,0.791,0.52,0.85,0.859,0,0,0.004,0,0,0.035,0.101,509,536200
Bingen,786,1,-0.404,0.064,42885,36.5,9,4.2,0.89,24.1,9991,20.7,12.3,34.4,0.075,0,0.803,0.47,0.86,0.566,0,0,0,0,0,0.002,0.432,1205,276000
Birch Bay,10062,1,0.097,0.067,55035,51.5,9.2,5.3,1.109,25.9,11190,19.5,12.8,44.1,0.085,0,0.789,0.6,0.75,0.931,0.005,0.015,0.004,0.002,0,0.025,0.019,588,334700
Black Diamond,5002,1,0.075,0.054,66951,40.5,9,5.2,1.451,35.2,10702,16,8.6,19.6,0.086,0,0.817,0.6,0.69,0.82,0.002,0.036,0.022,0,0,0.019,0.102,828,747200
Blaine,5773,1,0.115,0.067,55229,46.5,9.2,5.3,1.121,21,11190,19.5,11.4,47.8,0.087,0,0.789,0.6,0.76,0.758,0.012,0.107,0.011,0.009,0.009,0.036,0.058,1006,497200
Blyn,28,1,-0.645,0.074,9148,66.8,8.9,5.6,1.202,21.2,9087,19.4,7.8,24.7,0.084,0,0.803,0.6,0.91,0.818,0,0,0.182,0,0,0,0,5,496800
Bonney Lake,22229,1,0.192,0.068,79725,34.2,9.1,5.2,1.351,38.3,10690,21,9.2,39.8,0.093,0,0.8,0.6,0.53,0.832,0.011,0.023,0.007,0.005,0.001,0.052,0.07,2784,637100
Bothell,47355,1,0.35,0.052,75643,37.1,9.3,5.5,1.668,30.5,11405,20.3,11.6,40.8,0.101,0,0.817,0.6,0.32,0.668,0.021,0.139,0.003,0.001,0.004,0.058,0.106,3479,915900
Bothell East,13437,1,0.536,0.063,104573,34.6,9.2,5.4,1.758,34.7,11405,20.3,9.5,31.8,0.103,0,0.801,0.53,0.34,0.546,0.025,0.315,0.01,0.006,0.004,0.031,0.063,5394,865700
Bothell West,20180,1,0.312,0.063,85258,35.7,9.2,5.4,1.411,31.9,11405,20.3,10.6,34.9,0.103,0,0.801,0.53,0.28,0.648,0.017,0.165,0.004,0,0.002,0.077,0.087,5358,602800
Boulevard Park,4544,1,-0.377,0.054,45541,32.9,9.5,5.5,1.182,28.5,12575,18.4,14.8,51.6,0.1,0,0.817,0.6,0.19,0.412,0.115,0.129,0.008,0,0,0.116,0.22,3500,467500
Boyds,28,1,1,0.098,22958,50.3,8.6,4.2,0.865,22.2,9489,19.9,8.9,26.6,0.077,0,0.81,0.6,0.94,0.184,0,0,0.447,0,0,0,0.368,400,309800
Brady,973,1,-0.633,0.088,68558,55.7,8.8,5.1,1.14,25.8,10480,19.4,8.6,25.9,0.088,0,0.833,0.52,0.87,0.931,0,0.069,0,0,0,0,0,63,251800
Bremerton,43345,1,0.05,0.073,43527,32.8,9.3,5.4,1.106,26.2,11195,17,31.8,60.7,0.09,0,0.834,0.4,0.53,0.708,0.057,0.051,0.006,0.007,0.002,0.081,0.088,1487,457600
Brewster,2329,1,0.053,0.079,37232,27,8.8,4.5,0.851,17.2,11999,17,13.6,33.8,0.081,0,0.825,0.6,0.94,0.272,0.015,0.002,0.004,0,0,0,0.707,2076,275100
Bridgeport,2412,1,-0.101,0.059,36504,27.1,8.9,4.5,0.811,23.7,9711,17.8,13.7,41.4,0.077,0,0.81,0.6,0.95,0.164,0,0,0.012,0,0,0.006,0.817,2519,198500
Brier,6524,1,0.092,0.063,98125,47.2,9.2,5.4,1.531,31.8,10150,20.6,9,20,0.103,0,0.801,0.53,0.3,0.81,0.011,0.066,0,0.002,0.001,0.05,0.06,3157,882100
Brinnon,881,1,-0.038,0.076,47019,65.6,9.1,5.3,0.954,23.5,24139,7.3,11.7,36.3,0.09,0,0.845,0.53,0.92,0.964,0,0.006,0,0,0,0.004,0.026,79,417000
Browns Point,1069,1,-0.063,0.068,85938,50,9.4,5.5,1.602,32.4,12309,18.6,8.2,25.6,0.099,0,0.8,0.6,0.43,0.816,0.011,0.018,0.004,0.014,0,0.057,0.081,3020,716500
Brush Prairie,2738,1,0.175,0.062,59730,40.8,9.1,5.1,1.503,32.7,9498,19.3,9,27.2,0.084,0,0.776,0.47,0.55,0.863,0.008,0.003,0,0,0.003,0.033,0.088,393,778800
Bryant,2074,1,0.099,0.063,73333,38.6,9.1,5.3,1.293,31.8,9230,21.1,7.9,24.2,0.103,0,0.801,0.53,0.73,0.891,0.015,0,0,0,0,0.027,0.066,349,509000
Bryn Mawr-Skyway,17620,1,0.282,0.054,57575,38.7,9.4,5.5,1.421,33.7,13146,19.3,15.8,52.3,0.1,0,0.817,0.6,0.26,0.258,0.235,0.326,0.002,0.004,0.002,0.069,0.103,6926,614100
Buckley,5098,1,0.053,0.068,57604,40.2,9.1,5.2,1.291,31.2,9859,20.8,12.6,30.4,0.079,0,0.8,0.6,0.86,0.935,0.007,0.01,0,0.002,0,0.038,0.007,1370,543000
Bucoda,557,1,0.16,0.059,35000,40.2,9.1,5.2,0.931,25.6,9769,19.6,13.5,41,0.079,0,0.784,0.5,0.75,0.942,0,0,0,0,0.014,0,0.044,1053,276200
Buena,545,1,1.423,0.072,23207,21.2,8.9,5.1,0.808,18.9,10552,20.3,13.8,41.6,0.079,0,0.813,0.53,0.88,0.108,0,0,0,0,0,0,0.892,2012,134900
Bunk Foss,3622,1,-0.051,0.063,93542,43.1,9.2,5.4,1.496,34.3,14334,22.7,10.6,36.2,0.103,0,0.801,0.53,0.54,0.863,0.006,0.02,0,0,0,0.039,0.071,1004,646800
Burbank,3733,1,-0.05,0.052,76111,41.5,8.8,5.5,0.983,15.6,10362,16.7,11.3,38.5,0.081,0,0.791,0.4,0.8,0.846,0.006,0,0.009,0,0,0,0.139,263,403600
Burien,51646,1,0.549,0.071,52140,38.4,9.5,5.5,1.375,28.9,12575,18.4,29.6,66.3,0.1,0,0.817,0.6,0.2,0.502,0.069,0.122,0.007,0.013,0,0.043,0.243,5096,600700
Burley,2499,1,-0.075,0.058,56719,38.5,9.2,5.3,1.316,31.4,9383,20.8,12,36.6,0.09,0,0.834,0.4,0.66,0.84,0.009,0,0.034,0.064,0,0.032,0.02,430,514100
Burlington,9220,1,0.051,0.07,48399,35,9.1,5.5,1.12,19,10413,18.9,13.2,96,0.085,0,0.791,0.52,0.69,0.667,0.011,0.015,0.007,0.011,0.002,0.016,0.271,2231,477600
Camano,17235,1,1.177,0.065,66890,53.4,9,5.8,1.312,43.8,9575,20.9,11.2,36.9,0.087,0,0.754,0.2,0.78,0.91,0.002,0.015,0.004,0.001,0.001,0.012,0.055,432,625800
Camas,25774,1,0.204,0.062,84643,39.4,9.1,5,1.367,26.6,10916,20,8.1,24.8,0.084,0,0.776,0.47,0.55,0.823,0.013,0.075,0.008,0,0,0.032,0.05,1864,705900
Canterwood,2975,1,0.208,0.068,116058,48.1,9.3,5.4,1.571,30.9,9358,20.8,8.2,28.4,0.099,0,0.8,0.6,0.65,0.824,0.007,0.092,0,0,0,0.011,0.065,1616,797700
Canyon Creek,3373,1,0.179,0.063,68646,39.6,9.1,5.2,1.082,31.8,11193,20.8,11.8,40.4,0.103,0,0.801,0.53,0.79,0.928,0.009,0.004,0,0,0,0.033,0.026,586,376500
Carbonado,560,1,0.094,0.068,55972,35.6,8.7,4.8,1.123,31.2,11157,15.8,10.2,31,0.079,0,0.8,0.6,0.85,0.92,0,0,0.005,0,0,0.005,0.071,1782,433800
Carlsborg,871,1,-0.242,0.074,29141,66.1,8.9,5.6,0.765,21.2,9087,19.4,10.9,32.8,0.084,0,0.803,0.6,0.86,0.982,0,0,0,0,0,0,0.018,767,177000
Carnation,2219,1,-0.131,0.054,65536,36.8,9.1,5.3,1.686,33.3,10528,20.8,8.1,33,0.086,0,0.817,0.6,0.76,0.773,0.006,0.033,0,0.003,0,0.03,0.155,2002,907700
Carson,2602,1,0.171,0.072,41094,33.8,9,4.3,1.066,30.5,11054,19.3,12.6,38.7,0.077,0,0.793,0.59,0.86,0.82,0,0,0.064,0,0,0.002,0.114,597,399900
Cascade Valley,3290,1,-0.345,0.071,36250,47.3,9.2,4.9,0.943,18.9,11527,20,9.8,29.6,0.079,0,0.827,0.5,0.79,0.707,0.011,0.009,0,0,0,0.012,0.261,641,127100
Cashmere,3215,1,0.035,0.059,47772,38.7,8.9,4.1,1.094,18.6,9433,19.5,14,48.8,0.082,0,0.806,0.59,0.82,0.751,0.003,0.015,0.005,0,0,0.004,0.222,2755,428400
Castle Rock,2706,1,0.246,0.07,34185,37,9,5.1,1.063,25,9200,19.8,14.2,38.7,0.078,0,0.783,0.6,0.77,0.835,0,0.011,0.006,0,0,0.108,0.041,1158,440700
Cathcart,2241,1,0.187,0.063,96442,53.2,9.1,5.3,1.672,31.8,14334,22.7,8.5,26,0.103,0,0.801,0.53,0.51,0.901,0.018,0.02,0,0,0,0.061,0,700,668300
Cathlamet,599,1,0.262,0.074,44875,31.8,9,5,0.983,0,12030,18.3,12.3,37.9,0.076,0,0.793,0.6,0.9,0.699,0.01,0.017,0.018,0.001,0,0.004,0.25,1084,380600
Cavalero,5582,1,0.141,0.063,98605,34.7,9.1,5.3,1.33,38.9,9502,22.2,9.9,34.4,0.103,0,0.801,0.53,0.57,0.885,0.002,0.01,0.001,0,0.007,0.058,0.037,3472,493700
Centerville,135,1,-0.542,0.064,43958,49.8,9.1,4.8,0.797,24.1,13213,17.2,12,37,0.07,0,0.803,0.47,0.86,1,0,0,0,0,0,0,0,36,237400
Central Park,3144,1,0.049,0.088,49044,48.3,8.6,5.2,0.954,25.8,11269,17.4,9.4,28.6,0.088,0,0.833,0.52,0.87,0.888,0,0.012,0.01,0,0.004,0.01,0.074,833,302700
Centralia,17988,1,0.037,0.07,37230,37.2,9.1,5.3,0.938,22.2,9852,19.5,28.8,72.3,0.082,0,0.796,0.6,0.58,0.775,0.001,0.01,0.004,0.002,0,0.032,0.176,2392,358300
Chain Lake,4923,1,0.014,0.063,89468,36.8,9.1,5.3,1.493,40.1,9437,23.6,9,30.7,0.103,0,0.801,0.53,0.66,0.894,0,0.003,0.021,0.004,0.009,0.052,0.018,437,621300
Chehalis,7427,1,0.012,0.07,34967,33,9.1,5.3,1.001,22,10260,18.9,12.3,94.9,0.082,0,0.796,0.6,0.58,0.786,0.036,0.004,0.003,0,0,0.05,0.121,1348,445200
Chelan,4237,1,0.042,0.059,36901,43.7,9.1,4.5,1.146,18.6,10550,17.5,12.1,70.3,0.082,0,0.806,0.59,0.93,0.624,0,0,0,0,0,0,0.376,655,424200
Chelan Falls,97,1,-0.896,0.059,20313,32.5,9.4,3.8,0.938,18.6,10550,17.5,11.9,36.6,0.082,0,0.806,0.59,0.93,1,0,0,0,0,0,0,0,319,416600
Cheney,12743,1,0.141,0.063,28194,22.9,9.1,4,1.022,18.5,14570,18.5,13.9,36.1,0.088,0,0.82,0.38,0.71,0.772,0.047,0.032,0.011,0.004,0,0.036,0.098,2977,412000
Cherry Grove,588,1,0.969,0.062,95313,19.8,9.2,5.1,1.25,26.4,9498,19.3,6.4,19.1,0.084,0,0.776,0.47,0.56,0.845,0,0.001,0,0.001,0,0,0.152,317,755300
Chewelah,2479,1,0.017,0.08,30541,50.8,8.7,4.1,0.968,27.8,10305,18.6,10.7,44.7,0.076,0,0.804,0.6,0.84,0.88,0.03,0.013,0,0,0,0.059,0.018,900,306400
Chico,3187,1,0.076,0.058,99464,47.2,9.2,5.3,1.412,29,10543,18.6,7.5,22.8,0.09,0,0.834,0.4,0.69,0.677,0.003,0.17,0.011,0,0,0.07,0.069,1209,543300
Chinook,259,1,-0.013,0.082,50787,44.1,8.5,5.2,0.92,19.3,12133,19.2,7.9,24.5,0.081,0,0.8,0.5,0.94,0.867,0,0,0,0,0,0,0.133,327,371900
Clallam Bay,762,1,-0.585,0.074,9705,53.1,8.6,4.7,0.833,21.2,17323,12,14.4,44.5,0.084,0,0.803,0.6,0.97,0.721,0,0,0.117,0,0,0.014,0.148,690,273300
Clarkston,7164,1,0.019,0.045,29824,35.2,8.8,5.1,0.883,14.4,10027,19.8,25.3,95.1,0.077,0,0.811,0.33,0.62,0.899,0,0.007,0.007,0,0,0.023,0.063,3758,278700
Clarkston Heights-Vineland,6829,1,0.007,0.045,62743,49.9,8.8,5.1,0.961,15.5,10027,19.8,10.7,36.3,0.077,0,0.811,0.33,0.83,0.922,0.001,0.022,0.018,0.003,0,0.012,0.021,1103,299300
Clayton,292,1,-0.381,0.08,31750,35.5,8.9,3.7,1.001,27.8,9291,22.1,16.4,50,0.076,0,0.804,0.6,0.84,0.914,0,0,0.036,0,0,0,0.05,298,416400
Cle Elum,2147,1,0.077,0.071,43363,37.9,9.2,3.7,1.192,21.3,10652,17.8,11.2,58.2,0.08,0,0.803,0.6,0.94,0.884,0,0.003,0,0,0.007,0.042,0.064,489,592000
Clear Lake (Pierce Cnty),1096,1,-0.336,0.068,62014,41,9,5.1,1.238,31.2,12757,18.8,8.8,26.7,0.099,0,0.8,0.6,0.83,0.881,0,0,0.014,0.016,0,0.06,0.03,113,463700
Clear Lake (Skagit Cnty),1043,1,-0.023,0.07,68750,42.2,9.1,5.4,1.11,25.4,13839,19.1,10.4,31.8,0.097,0,0.791,0.52,0.86,0.99,0,0,0,0,0,0,0.01,561,409900
Clearview,3621,1,0.139,0.063,105257,41.2,9.1,5.3,1.714,31.3,14334,22.7,10.5,36,0.103,0,0.801,0.53,0.43,0.845,0,0.057,0,0,0,0.018,0.08,908,718700
Cliffdell,129,1,1.963,0.072,32985,46.8,8.5,4.8,0.864,1.9,9281,18.3,13.4,41.1,0.079,0,0.813,0.53,0.91,0.975,0,0,0.013,0,0,0.013,0,47,255800
Clinton,1033,1,-0.261,0.065,52198,61.4,9.2,5.5,1.322,27.8,11223,19,8.4,26.2,0.087,0,0.754,0.2,0.71,0.911,0.001,0,0,0,0,0.019,0.069,860,647800
Clover Creek,7718,1,0.016,0.068,63682,40.2,9.2,5.4,1.182,29.4,10682,18.2,13.2,45.9,0.099,0,0.8,0.6,0.52,0.708,0.022,0.047,0.01,0.019,0,0.089,0.107,1143,472600
Clyde Hill,3118,1,0.098,0.054,192250,45.5,9.4,5.7,4.33,20.9,14197,19.5,7.9,20.2,0.1,0,0.817,0.6,0.22,0.76,0.009,0.172,0,0,0,0.041,0.019,3218,3729900
Cohassett Beach,483,1,0.254,0.088,31453,50.8,8.6,5.3,0.906,25.8,12893,16.1,12.3,37.8,0.088,0,0.833,0.52,0.94,0.794,0,0,0,0,0,0.021,0.185,586,232200
Colfax,2808,1,0.017,0.048,45729,42.6,9,4.6,0.832,15.3,10143,19.8,11.2,32.2,0.078,0,0.825,0.27,0.89,0.947,0.013,0.012,0.002,0,0,0.007,0.018,746,276400
College Place,9739,1,0.063,0.052,43133,35.5,8.9,5.2,0.945,15.6,17779,19.2,10.7,42.5,0.087,0,0.791,0.4,0.66,0.773,0.008,0.011,0.006,0.002,0.001,0.027,0.172,3185,363000
Colton,403,1,0.595,0.048,60729,42,9,4.3,0.953,22.6,17241,12.7,6,5.5,0.078,0,0.825,0.27,0.9,0.948,0,0.005,0,0,0,0.039,0.008,718,367300
Colville,4871,1,-0.01,0.08,33953,42.8,8.6,4.1,0.945,27.8,10226,18.6,8.1,40.1,0.076,0,0.804,0.6,0.63,0.861,0.003,0.023,0,0,0,0.043,0.069,1565,310900
Conconully,182,1,0.17,0.079,32917,63.3,8.9,3.5,0.808,17.2,6716,24.8,10.6,32.7,0.081,0,0.825,0.6,0.95,0.923,0,0.009,0,0,0,0.014,0.055,787,232000
Concrete,908,1,-0.143,0.07,36667,36.9,9,4.6,1.025,25.4,13434,17.9,14.8,45.4,0.085,0,0.791,0.52,0.93,0.876,0,0.011,0.047,0.007,0,0.041,0.019,638,394400
